"timestamp","kwh"
"2016-03-22 09:30:00",21.792
"2016-03-22 09:45:00",21.974
"2016-03-22 10:00:00",24.816
"2016-03-22 10:15:00",21.974
"2016-03-22 10:30:00",22.205
"2016-03-22 10:45:00",22.426
"2016-03-22 11:00:00",20.208
"2016-03-22 11:15:00",17.885
"2016-03-22 11:30:00",17.549
"2016-03-22 11:45:00",18.518
"2016-03-22 12:00:00",18.125
"2016-03-22 12:15:00",20.717
"2016-03-22 12:30:00",18.701
"2016-03-22 12:45:00",18.691
"2016-03-22 13:00:00",17.981
"2016-03-22 13:15:00",20.15
"2016-03-22 13:30:00",17.443
"2016-03-22 13:45:00",17.712
"2016-03-22 14:00:00",19.027
"2016-03-22 14:15:00",18.115
"2016-03-22 14:30:00",18.691
"2016-03-22 14:45:00",19.517
"2016-03-22 15:00:00",19.642
"2016-03-22 15:15:00",19.978
"2016-03-22 15:30:00",20.659
"2016-03-22 15:45:00",21.302
"2016-03-22 16:00:00",18.998
"2016-03-22 16:15:00",18.557
"2016-03-22 16:30:00",17.75
"2016-03-22 16:45:00",16.896
"2016-03-22 17:00:00",16.56
"2016-03-22 17:15:00",18.326
"2016-03-22 17:30:00",17.021
"2016-03-22 17:45:00",16.368
"2016-03-22 18:00:00",16.502
"2016-03-22 18:15:00",17.837
"2016-03-22 18:30:00",17.472
"2016-03-22 18:45:00",15.744
"2016-03-22 19:00:00",14.621
"2016-03-22 19:15:00",17.261
"2016-03-22 19:30:00",15.83
"2016-03-22 19:45:00",16.56
"2016-03-22 20:00:00",18.538
"2016-03-22 20:15:00",14.63
"2016-03-22 20:30:00",12.384
"2016-03-22 20:45:00",14.986
"2016-03-22 21:00:00",14.678
"2016-03-22 21:15:00",13.555
"2016-03-22 21:30:00",12.586
"2016-03-22 21:45:00",11.77
"2016-03-22 22:00:00",10.618
"2016-03-22 22:15:00",11.184
"2016-03-22 22:30:00",11.453
"2016-03-22 22:45:00",12.653
"2016-03-22 23:00:00",11.856
"2016-03-22 23:15:00",11.77
"2016-03-22 23:30:00",13.891
"2016-03-22 23:45:00",9.37
"2016-03-23 00:00:00",9.043
"2016-03-23 00:15:00",8.966
"2016-03-23 00:30:00",8.842
"2016-03-23 00:45:00",8.755
"2016-03-23 01:00:00",8.89
"2016-03-23 01:15:00",8.966
"2016-03-23 01:30:00",8.938
"2016-03-23 01:45:00",8.861
"2016-03-23 02:00:00",8.688
"2016-03-23 02:15:00",8.803
"2016-03-23 02:30:00",8.947
"2016-03-23 02:45:00",8.861
"2016-03-23 03:00:00",8.832
"2016-03-23 03:15:00",8.909
"2016-03-23 03:30:00",8.774
"2016-03-23 03:45:00",8.909
"2016-03-23 04:00:00",8.89
"2016-03-23 04:15:00",9.312
"2016-03-23 04:30:00",10.33
"2016-03-23 04:45:00",16.512
"2016-03-23 05:00:00",15.475
"2016-03-23 05:15:00",14.198
"2016-03-23 05:30:00",16.09
"2016-03-23 05:45:00",16.166
"2016-03-23 06:00:00",15.36
"2016-03-23 06:15:00",12.874
"2016-03-23 06:30:00",13.536
"2016-03-23 06:45:00",10.272
"2016-03-23 07:00:00",13.987
"2016-03-23 07:15:00",16.454
"2016-03-23 07:30:00",15.427
"2016-03-23 07:45:00",15.504
"2016-03-23 08:00:00",18
"2016-03-23 08:15:00",16.176
"2016-03-23 08:30:00",16.349
"2016-03-23 08:45:00",17.405
"2016-03-23 09:00:00",19.853
"2016-03-23 09:15:00",16.022
"2016-03-23 09:30:00",16.627
"2016-03-23 09:45:00",17.894
"2016-03-23 10:00:00",17.683
"2016-03-23 10:15:00",18.086
"2016-03-23 10:30:00",17.059
"2016-03-23 10:45:00",19.421
"2016-03-23 11:00:00",17.75
"2016-03-23 11:15:00",19.392
"2016-03-23 11:30:00",18.96
"2016-03-23 11:45:00",20.026
"2016-03-23 12:00:00",18.854
"2016-03-23 12:15:00",20.112
"2016-03-23 12:30:00",19.613
"2016-03-23 12:45:00",20.861
"2016-03-23 13:00:00",20.918
"2016-03-23 13:15:00",20.976
"2016-03-23 13:30:00",19.642
"2016-03-23 13:45:00",20.486
"2016-03-23 14:00:00",20.39
"2016-03-23 14:15:00",20.314
"2016-03-23 14:30:00",22.09
"2016-03-23 14:45:00",20.698
"2016-03-23 15:00:00",19.536
"2016-03-23 15:15:00",18.768
"2016-03-23 15:30:00",21.773
"2016-03-23 15:45:00",21.648
"2016-03-23 16:00:00",17.539
"2016-03-23 16:15:00",16.858
"2016-03-23 16:30:00",17.251
"2016-03-23 16:45:00",18.038
"2016-03-23 17:00:00",15.581
"2016-03-23 17:15:00",15.85
"2016-03-23 17:30:00",18.038
"2016-03-23 17:45:00",17.856
"2016-03-23 18:00:00",15.619
"2016-03-23 18:15:00",13.843
"2016-03-23 18:30:00",15.389
"2016-03-23 18:45:00",17.05
"2016-03-23 19:00:00",16.205
"2016-03-23 19:15:00",15.571
"2016-03-23 19:30:00",18.336
"2016-03-23 19:45:00",17.587
"2016-03-23 20:00:00",16.819
"2016-03-23 20:15:00",13.968
"2016-03-23 20:30:00",15.878
"2016-03-23 20:45:00",14.582
"2016-03-23 21:00:00",14.544
"2016-03-23 21:15:00",12.816
"2016-03-23 21:30:00",13.056
"2016-03-23 21:45:00",12.768
"2016-03-23 22:00:00",14.304
"2016-03-23 22:15:00",16.09
"2016-03-23 22:30:00",16.224
"2016-03-23 22:45:00",11.28
"2016-03-23 23:00:00",12.23
"2016-03-23 23:15:00",14.218
"2016-03-23 23:30:00",12.797
"2016-03-23 23:45:00",11.27
"2016-03-24 00:00:00",8.659
"2016-03-24 00:15:00",9.082
"2016-03-24 00:30:00",9.091
"2016-03-24 00:45:00",9.466
"2016-03-24 01:00:00",9.091
"2016-03-24 01:15:00",9.235
"2016-03-24 01:30:00",9.264
"2016-03-24 01:45:00",9.197
"2016-03-24 02:00:00",9.283
"2016-03-24 02:15:00",9.12
"2016-03-24 02:30:00",9.11
"2016-03-24 02:45:00",9.226
"2016-03-24 03:00:00",9.072
"2016-03-24 03:15:00",9.187
"2016-03-24 03:30:00",9.062
"2016-03-24 03:45:00",9.197
"2016-03-24 04:00:00",9.696
"2016-03-24 04:15:00",10.138
"2016-03-24 04:30:00",12.307
"2016-03-24 04:45:00",16.358
"2016-03-24 05:00:00",16.445
"2016-03-24 05:15:00",11.328
"2016-03-24 05:30:00",10.627
"2016-03-24 05:45:00",13.171
"2016-03-24 06:00:00",11.818
"2016-03-24 06:15:00",9.907
"2016-03-24 06:30:00",14.678
"2016-03-24 06:45:00",17.626
"2016-03-24 07:00:00",14.611
"2016-03-24 07:15:00",14.534
"2016-03-24 07:30:00",18.432
"2016-03-24 07:45:00",15.782
"2016-03-24 08:00:00",16.349
"2016-03-24 08:15:00",19.104
"2016-03-24 08:30:00",20.698
"2016-03-24 08:45:00",18.749
"2016-03-24 09:00:00",19.939
"2016-03-24 09:15:00",21.907
"2016-03-24 09:30:00",20.131
"2016-03-24 09:45:00",20.304
"2016-03-24 10:00:00",22.56
"2016-03-24 10:15:00",19.68
"2016-03-24 10:30:00",20.246
"2016-03-24 10:45:00",22.205
"2016-03-24 11:00:00",19.622
"2016-03-24 11:15:00",20.371
"2016-03-24 11:30:00",16.08
"2016-03-24 11:45:00",16.109
"2016-03-24 12:00:00",15.35
"2016-03-24 12:15:00",16.147
"2016-03-24 12:30:00",16.33
"2016-03-24 12:45:00",15.984
"2016-03-24 13:00:00",16.464
"2016-03-24 13:15:00",17.107
"2016-03-24 13:30:00",17.837
"2016-03-24 13:45:00",18.134
"2016-03-24 14:00:00",18.288
"2016-03-24 14:15:00",18.758
"2016-03-24 14:30:00",17.933
"2016-03-24 14:45:00",18.96
"2016-03-24 15:00:00",18.01
"2016-03-24 15:15:00",18.672
"2016-03-24 15:30:00",15.504
"2016-03-24 15:45:00",14.448
"2016-03-24 16:00:00",15.494
"2016-03-24 16:15:00",15.571
"2016-03-24 16:30:00",15.254
"2016-03-24 16:45:00",14.515
"2016-03-24 17:00:00",14.669
"2016-03-24 17:15:00",14.506
"2016-03-24 17:30:00",14.218
"2016-03-24 17:45:00",16.829
"2016-03-24 18:00:00",16.128
"2016-03-24 18:15:00",15.331
"2016-03-24 18:30:00",14.093
"2016-03-24 18:45:00",15.494
"2016-03-24 19:00:00",14.41
"2016-03-24 19:15:00",15.005
"2016-03-24 19:30:00",15.341
"2016-03-24 19:45:00",15.283
"2016-03-24 20:00:00",14.851
"2016-03-24 20:15:00",12.461
"2016-03-24 20:30:00",11.136
"2016-03-24 20:45:00",11.856
"2016-03-24 21:00:00",10.675
"2016-03-24 21:15:00",10.541
"2016-03-24 21:30:00",11.731
"2016-03-24 21:45:00",10.397
"2016-03-24 22:00:00",11.76
"2016-03-24 22:15:00",12.038
"2016-03-24 22:30:00",15.917
"2016-03-24 22:45:00",13.987
"2016-03-24 23:00:00",10.118
"2016-03-24 23:15:00",12.528
"2016-03-24 23:30:00",15.005
"2016-03-24 23:45:00",10.57
"2016-03-25 00:00:00",8.448
"2016-03-25 00:15:00",8.208
"2016-03-25 00:30:00",8.266
"2016-03-25 00:45:00",8.429
"2016-03-25 01:00:00",8.496
"2016-03-25 01:15:00",7.978
"2016-03-25 01:30:00",7.93
"2016-03-25 01:45:00",8.381
"2016-03-25 02:00:00",8.352
"2016-03-25 02:15:00",7.997
"2016-03-25 02:30:00",7.69
"2016-03-25 02:45:00",8.467
"2016-03-25 03:00:00",8.371
"2016-03-25 03:15:00",7.872
"2016-03-25 03:30:00",7.709
"2016-03-25 03:45:00",8.438
"2016-03-25 04:00:00",8.102
"2016-03-25 04:15:00",14.006
"2016-03-25 04:30:00",18.97
"2016-03-25 04:45:00",27.6
"2016-03-25 05:00:00",32.074
"2016-03-25 05:15:00",28.522
"2016-03-25 05:30:00",28.55
"2016-03-25 05:45:00",31.872
"2016-03-25 06:00:00",26.189
"2016-03-25 06:15:00",25.382
"2016-03-25 06:30:00",31.037
"2016-03-25 06:45:00",29.578
"2016-03-25 07:00:00",25.104
"2016-03-25 07:15:00",26.966
"2016-03-25 07:30:00",26.218
"2016-03-25 07:45:00",22.79
"2016-03-25 08:00:00",22.378
"2016-03-25 08:15:00",23.309
"2016-03-25 08:30:00",22.253
"2016-03-25 08:45:00",22.406
"2016-03-25 09:00:00",24.778
"2016-03-25 09:15:00",22.339
"2016-03-25 09:30:00",22.07
"2016-03-25 09:45:00",21.475
"2016-03-25 10:00:00",17.443
"2016-03-25 10:15:00",17.376
"2016-03-25 10:30:00",18.71
"2016-03-25 10:45:00",14.621
"2016-03-25 11:00:00",13.891
"2016-03-25 11:15:00",13.92
"2016-03-25 11:30:00",14.534
"2016-03-25 11:45:00",16.915
"2016-03-25 12:00:00",15.226
"2016-03-25 12:15:00",14.074
"2016-03-25 12:30:00",14.189
"2016-03-25 12:45:00",13.891
"2016-03-25 13:00:00",14.064
"2016-03-25 13:15:00",14.381
"2016-03-25 13:30:00",11.664
"2016-03-25 13:45:00",10.829
"2016-03-25 14:00:00",11.683
"2016-03-25 14:15:00",12.518
"2016-03-25 14:30:00",12.422
"2016-03-25 14:45:00",14.227
"2016-03-25 15:00:00",12.643
"2016-03-25 15:15:00",13.805
"2016-03-25 15:30:00",14.304
"2016-03-25 15:45:00",13.19
"2016-03-25 16:00:00",14.851
"2016-03-25 16:15:00",16.368
"2016-03-25 16:30:00",16.09
"2016-03-25 16:45:00",14.438
"2016-03-25 17:00:00",14.573
"2016-03-25 17:15:00",17.222
"2016-03-25 17:30:00",17.616
"2016-03-25 17:45:00",15.984
"2016-03-25 18:00:00",16.454
"2016-03-25 18:15:00",15.283
"2016-03-25 18:30:00",16.186
"2016-03-25 18:45:00",14.371
"2016-03-25 19:00:00",13.786
"2016-03-25 19:15:00",14.89
"2016-03-25 19:30:00",12.864
"2016-03-25 19:45:00",13.68
"2016-03-25 20:00:00",12.163
"2016-03-25 20:15:00",13.526
"2016-03-25 20:30:00",12.461
"2016-03-25 20:45:00",12.758
"2016-03-25 21:00:00",11.866
"2016-03-25 21:15:00",11.75
"2016-03-25 21:30:00",10.282
"2016-03-25 21:45:00",11.818
"2016-03-25 22:00:00",12.192
"2016-03-25 22:15:00",10.493
"2016-03-25 22:30:00",9.667
"2016-03-25 22:45:00",10.358
"2016-03-25 23:00:00",11.184
"2016-03-25 23:15:00",10.608
"2016-03-25 23:30:00",13.613
"2016-03-25 23:45:00",10.493
"2016-03-26 00:00:00",8.429
"2016-03-26 00:15:00",8.429
"2016-03-26 00:30:00",8.563
"2016-03-26 00:45:00",8.342
"2016-03-26 01:00:00",8.477
"2016-03-26 01:15:00",8.448
"2016-03-26 01:30:00",8.371
"2016-03-26 01:45:00",8.352
"2016-03-26 02:00:00",8.477
"2016-03-26 02:15:00",8.41
"2016-03-26 02:30:00",8.026
"2016-03-26 02:45:00",8.237
"2016-03-26 03:00:00",8.429
"2016-03-26 03:15:00",8.41
"2016-03-26 03:30:00",8.362
"2016-03-26 03:45:00",7.949
"2016-03-26 04:00:00",8.102
"2016-03-26 04:15:00",8.851
"2016-03-26 04:30:00",15.341
"2016-03-26 04:45:00",18.49
"2016-03-26 05:00:00",25.219
"2016-03-26 05:15:00",23.222
"2016-03-26 05:30:00",21.533
"2016-03-26 05:45:00",20.899
"2016-03-26 06:00:00",19.584
"2016-03-26 06:15:00",18.72
"2016-03-26 06:30:00",22.464
"2016-03-26 06:45:00",19.123
"2016-03-26 07:00:00",17.798
"2016-03-26 07:15:00",21.101
"2016-03-26 07:30:00",20.506
"2016-03-26 07:45:00",16.051
"2016-03-26 08:00:00",17.539
"2016-03-26 08:15:00",19.594
"2016-03-26 08:30:00",17.885
"2016-03-26 08:45:00",18.115
"2016-03-26 09:00:00",18.691
"2016-03-26 09:15:00",13.574
"2016-03-26 09:30:00",14.006
"2016-03-26 09:45:00",16.08
"2016-03-26 10:00:00",18.816
"2016-03-26 10:15:00",18.346
"2016-03-26 10:30:00",13.987
"2016-03-26 10:45:00",14.64
"2016-03-26 11:00:00",14.054
"2016-03-26 11:15:00",14.246
"2016-03-26 11:30:00",13.91
"2016-03-26 11:45:00",10.81
"2016-03-26 12:00:00",10.79
"2016-03-26 12:15:00",12.624
"2016-03-26 12:30:00",12.49
"2016-03-26 12:45:00",12.595
"2016-03-26 13:00:00",11.357
"2016-03-26 13:15:00",11.904
"2016-03-26 13:30:00",12.806
"2016-03-26 13:45:00",13.987
"2016-03-26 14:00:00",14.669
"2016-03-26 14:15:00",13.373
"2016-03-26 14:30:00",13.91
"2016-03-26 14:45:00",15.504
"2016-03-26 15:00:00",16.848
"2016-03-26 15:15:00",14.381
"2016-03-26 15:30:00",15.139
"2016-03-26 15:45:00",16.589
"2016-03-26 16:00:00",18.71
"2016-03-26 16:15:00",15.658
"2016-03-26 16:30:00",13.114
"2016-03-26 16:45:00",15.869
"2016-03-26 17:00:00",17.99
"2016-03-26 17:15:00",15.734
"2016-03-26 17:30:00",14.822
"2016-03-26 17:45:00",16.224
"2016-03-26 18:00:00",16.886
"2016-03-26 18:15:00",15.197
"2016-03-26 18:30:00",15.274
"2016-03-26 18:45:00",15.072
"2016-03-26 19:00:00",13.536
"2016-03-26 19:15:00",14.88
"2016-03-26 19:30:00",13.277
"2016-03-26 19:45:00",14.832
"2016-03-26 20:00:00",13.651
"2016-03-26 20:15:00",13.171
"2016-03-26 20:30:00",14.035
"2016-03-26 20:45:00",12.586
"2016-03-26 21:00:00",12.202
"2016-03-26 21:15:00",13.344
"2016-03-26 21:30:00",13.018
"2016-03-26 21:45:00",12.211
"2016-03-26 22:00:00",13.344
"2016-03-26 22:15:00",10.33
"2016-03-26 22:30:00",10.714
"2016-03-26 22:45:00",11.126
"2016-03-26 23:00:00",13.018
"2016-03-26 23:15:00",14.16
"2016-03-26 23:30:00",10.867
"2016-03-26 23:45:00",9.312
"2016-03-27 00:00:00",8.544
"2016-03-27 00:15:00",8.525
"2016-03-27 00:30:00",8.477
"2016-03-27 00:45:00",8.65
"2016-03-27 01:00:00",8.794
"2016-03-27 01:15:00",8.544
"2016-03-27 01:30:00",8.496
"2016-03-27 01:45:00",8.602
"2016-03-27 02:00:00",8.496
"2016-03-27 02:15:00",8.621
"2016-03-27 02:30:00",8.707
"2016-03-27 02:45:00",8.64
"2016-03-27 03:00:00",8.534
"2016-03-27 03:15:00",8.726
"2016-03-27 03:30:00",8.477
"2016-03-27 03:45:00",8.563
"2016-03-27 04:00:00",8.899
"2016-03-27 04:15:00",9.12
"2016-03-27 04:30:00",10.378
"2016-03-27 04:45:00",14.122
"2016-03-27 05:00:00",10.992
"2016-03-27 05:15:00",11.51
"2016-03-27 05:30:00",11.136
"2016-03-27 05:45:00",14.909
"2016-03-27 06:00:00",14.698
"2016-03-27 06:15:00",15.158
"2016-03-27 06:30:00",14.986
"2016-03-27 06:45:00",15.274
"2016-03-27 07:00:00",17.002
"2016-03-27 07:15:00",17.904
"2016-03-27 07:30:00",14.285
"2016-03-27 07:45:00",15.178
"2016-03-27 08:00:00",10.493
"2016-03-27 08:15:00",11.328
"2016-03-27 08:30:00",14.006
"2016-03-27 08:45:00",12.144
"2016-03-27 09:00:00",10.435
"2016-03-27 09:15:00",9.974
"2016-03-27 09:30:00",10.099
"2016-03-27 09:45:00",12.461
"2016-03-27 10:00:00",11.395
"2016-03-27 10:15:00",12.691
"2016-03-27 10:30:00",12.758
"2016-03-27 10:45:00",10.253
"2016-03-27 11:00:00",10.694
"2016-03-27 11:15:00",11.405
"2016-03-27 11:30:00",12.365
"2016-03-27 11:45:00",13.114
"2016-03-27 12:00:00",13.757
"2016-03-27 12:15:00",15.254
"2016-03-27 12:30:00",13.814
"2016-03-27 12:45:00",13.238
"2016-03-27 13:00:00",14.688
"2016-03-27 13:15:00",15.754
"2016-03-27 13:30:00",15.619
"2016-03-27 13:45:00",15.984
"2016-03-27 14:00:00",13.411
"2016-03-27 14:15:00",16.147
"2016-03-27 14:30:00",15.466
"2016-03-27 14:45:00",15.158
"2016-03-27 15:00:00",14.39
"2016-03-27 15:15:00",14.16
"2016-03-27 15:30:00",15.331
"2016-03-27 15:45:00",16.176
"2016-03-27 16:00:00",15.898
"2016-03-27 16:15:00",17.222
"2016-03-27 16:30:00",19.507
"2016-03-27 16:45:00",18.461
"2016-03-27 17:00:00",15.456
"2016-03-27 17:15:00",15.667
"2016-03-27 17:30:00",17.376
"2016-03-27 17:45:00",18.835
"2016-03-27 18:00:00",16.474
"2016-03-27 18:15:00",17.059
"2016-03-27 18:30:00",17.059
"2016-03-27 18:45:00",18.182
"2016-03-27 19:00:00",15.254
"2016-03-27 19:15:00",14.314
"2016-03-27 19:30:00",14.851
"2016-03-27 19:45:00",16.81
"2016-03-27 20:00:00",13.574
"2016-03-27 20:15:00",12.758
"2016-03-27 20:30:00",13.411
"2016-03-27 20:45:00",13.037
"2016-03-27 21:00:00",14.371
"2016-03-27 21:15:00",12.662
"2016-03-27 21:30:00",11.117
"2016-03-27 21:45:00",10.694
"2016-03-27 22:00:00",12.144
"2016-03-27 22:15:00",11.894
"2016-03-27 22:30:00",10.397
"2016-03-27 22:45:00",11.587
"2016-03-27 23:00:00",11.981
"2016-03-27 23:15:00",12.672
"2016-03-27 23:30:00",10.339
"2016-03-27 23:45:00",9.014
"2016-03-28 00:00:00",8.266
"2016-03-28 00:15:00",8.669
"2016-03-28 00:30:00",8.544
"2016-03-28 00:45:00",8.611
"2016-03-28 01:00:00",8.563
"2016-03-28 01:15:00",8.4
"2016-03-28 01:30:00",8.352
"2016-03-28 01:45:00",8.563
"2016-03-28 02:00:00",8.592
"2016-03-28 02:15:00",8.534
"2016-03-28 02:30:00",8.554
"2016-03-28 02:45:00",8.362
"2016-03-28 03:00:00",8.554
"2016-03-28 03:15:00",8.467
"2016-03-28 03:30:00",8.314
"2016-03-28 03:45:00",8.41
"2016-03-28 04:00:00",8.659
"2016-03-28 04:15:00",8.534
"2016-03-28 04:30:00",12.47
"2016-03-28 04:45:00",16.829
"2016-03-28 05:00:00",18.528
"2016-03-28 05:15:00",15.792
"2016-03-28 05:30:00",16.339
"2016-03-28 05:45:00",18.874
"2016-03-28 06:00:00",14.045
"2016-03-28 06:15:00",13.469
"2016-03-28 06:30:00",16.349
"2016-03-28 06:45:00",18.307
"2016-03-28 07:00:00",19.306
"2016-03-28 07:15:00",21.542
"2016-03-28 07:30:00",17.952
"2016-03-28 07:45:00",15.984
"2016-03-28 08:00:00",19.958
"2016-03-28 08:15:00",17.414
"2016-03-28 08:30:00",17.894
"2016-03-28 08:45:00",20.832
"2016-03-28 09:00:00",17.77
"2016-03-28 09:15:00",17.962
"2016-03-28 09:30:00",19.19
"2016-03-28 09:45:00",19.19
"2016-03-28 10:00:00",17.722
"2016-03-28 10:15:00",17.971
"2016-03-28 10:30:00",18.518
"2016-03-28 10:45:00",18.72
"2016-03-28 11:00:00",19.075
"2016-03-28 11:15:00",16.416
"2016-03-28 11:30:00",13.747
"2016-03-28 11:45:00",15.158
"2016-03-28 12:00:00",15.245
"2016-03-28 12:15:00",17.683
"2016-03-28 12:30:00",17.136
"2016-03-28 12:45:00",17.136
"2016-03-28 13:00:00",17.712
"2016-03-28 13:15:00",18.038
"2016-03-28 13:30:00",19.142
"2016-03-28 13:45:00",20.736
"2016-03-28 14:00:00",18.97
"2016-03-28 14:15:00",19.968
"2016-03-28 14:30:00",21.744
"2016-03-28 14:45:00",19.555
"2016-03-28 15:00:00",20.63
"2016-03-28 15:15:00",22.954
"2016-03-28 15:30:00",24.029
"2016-03-28 15:45:00",22.656
"2016-03-28 16:00:00",22.003
"2016-03-28 16:15:00",24.442
"2016-03-28 16:30:00",23.952
"2016-03-28 16:45:00",25.104
"2016-03-28 17:00:00",22.531
"2016-03-28 17:15:00",19.757
"2016-03-28 17:30:00",22.522
"2016-03-28 17:45:00",22.253
"2016-03-28 18:00:00",19.814
"2016-03-28 18:15:00",19.776
"2016-03-28 18:30:00",18.259
"2016-03-28 18:45:00",17.866
"2016-03-28 19:00:00",17.501
"2016-03-28 19:15:00",17.76
"2016-03-28 19:30:00",16.954
"2016-03-28 19:45:00",20.39
"2016-03-28 20:00:00",19.133
"2016-03-28 20:15:00",18.019
"2016-03-28 20:30:00",16.224
"2016-03-28 20:45:00",14.102
"2016-03-28 21:00:00",13.037
"2016-03-28 21:15:00",14.602
"2016-03-28 21:30:00",13.2
"2016-03-28 21:45:00",12.922
"2016-03-28 22:00:00",12.941
"2016-03-28 22:15:00",12.173
"2016-03-28 22:30:00",12.883
"2016-03-28 22:45:00",12.24
"2016-03-28 23:00:00",12.49
"2016-03-28 23:15:00",11.203
"2016-03-28 23:30:00",9.638
"2016-03-28 23:45:00",8.803
"2016-03-29 00:00:00",8.803
"2016-03-29 00:15:00",8.342
"2016-03-29 00:30:00",8.39
"2016-03-29 00:45:00",8.275
"2016-03-29 01:00:00",8.227
"2016-03-29 01:15:00",8.4
"2016-03-29 01:30:00",8.275
"2016-03-29 01:45:00",8.429
"2016-03-29 02:00:00",8.371
"2016-03-29 02:15:00",8.237
"2016-03-29 02:30:00",8.448
"2016-03-29 02:45:00",8.333
"2016-03-29 03:00:00",8.352
"2016-03-29 03:15:00",8.294
"2016-03-29 03:30:00",8.362
"2016-03-29 03:45:00",8.467
"2016-03-29 04:00:00",8.813
"2016-03-29 04:15:00",9.197
"2016-03-29 04:30:00",10.646
"2016-03-29 04:45:00",14.832
"2016-03-29 05:00:00",9.974
"2016-03-29 05:15:00",9.466
"2016-03-29 05:30:00",10.541
"2016-03-29 05:45:00",11.386
"2016-03-29 06:00:00",11.462
"2016-03-29 06:15:00",10.637
"2016-03-29 06:30:00",9.878
"2016-03-29 06:45:00",12.72
"2016-03-29 07:00:00",11.203
"2016-03-29 07:15:00",14.208
"2016-03-29 07:30:00",15.734
"2016-03-29 07:45:00",15.37
"2016-03-29 08:00:00",16.33
"2016-03-29 08:15:00",14.995
"2016-03-29 08:30:00",15.562
"2016-03-29 08:45:00",17.232
"2016-03-29 09:00:00",16.848
"2016-03-29 09:15:00",16.608
"2016-03-29 09:30:00",15.389
"2016-03-29 09:45:00",15.456
"2016-03-29 10:00:00",17.376
"2016-03-29 10:15:00",17.51
"2016-03-29 10:30:00",17.203
"2016-03-29 10:45:00",16.426
"2016-03-29 11:00:00",16.541
"2016-03-29 11:15:00",16.416
"2016-03-29 11:30:00",19.085
"2016-03-29 11:45:00",18.48
"2016-03-29 12:00:00",17.702
"2016-03-29 12:15:00",17.76
"2016-03-29 12:30:00",19.2
"2016-03-29 12:45:00",17.914
"2016-03-29 13:00:00",17.626
"2016-03-29 13:15:00",18.269
"2016-03-29 13:30:00",17.136
"2016-03-29 13:45:00",17.99
"2016-03-29 14:00:00",18.038
"2016-03-29 14:15:00",18.451
"2016-03-29 14:30:00",17.837
"2016-03-29 14:45:00",17.549
"2016-03-29 15:00:00",19.075
"2016-03-29 15:15:00",17.654
"2016-03-29 15:30:00",17.952
"2016-03-29 15:45:00",18.442
"2016-03-29 16:00:00",19.104
"2016-03-29 16:15:00",17.395
"2016-03-29 16:30:00",17.376
"2016-03-29 16:45:00",17.338
"2016-03-29 17:00:00",12.154
"2016-03-29 17:15:00",13.219
"2016-03-29 17:30:00",15.427
"2016-03-29 17:45:00",15.043
"2016-03-29 18:00:00",14.045
"2016-03-29 18:15:00",12.624
"2016-03-29 18:30:00",11.77
"2016-03-29 18:45:00",11.808
"2016-03-29 19:00:00",16.877
"2016-03-29 19:15:00",16.061
"2016-03-29 19:30:00",15.389
"2016-03-29 19:45:00",15.187
"2016-03-29 20:00:00",14.486
"2016-03-29 20:15:00",12.163
"2016-03-29 20:30:00",14.717
"2016-03-29 20:45:00",14.045
"2016-03-29 21:00:00",13.421
"2016-03-29 21:15:00",11.779
"2016-03-29 21:30:00",11.424
"2016-03-29 21:45:00",12.096
"2016-03-29 22:00:00",11.117
"2016-03-29 22:15:00",12.365
"2016-03-29 22:30:00",13.91
"2016-03-29 22:45:00",13.085
"2016-03-29 23:00:00",11.558
"2016-03-29 23:15:00",11.626
"2016-03-29 23:30:00",11.856
"2016-03-29 23:45:00",9.782
"2016-03-30 00:00:00",9.149
"2016-03-30 00:15:00",8.419
"2016-03-30 00:30:00",8.63
"2016-03-30 00:45:00",8.784
"2016-03-30 01:00:00",8.736
"2016-03-30 01:15:00",8.659
"2016-03-30 01:30:00",8.621
"2016-03-30 01:45:00",8.563
"2016-03-30 02:00:00",8.995
"2016-03-30 02:15:00",8.736
"2016-03-30 02:30:00",8.534
"2016-03-30 02:45:00",8.63
"2016-03-30 03:00:00",8.861
"2016-03-30 03:15:00",8.736
"2016-03-30 03:30:00",8.774
"2016-03-30 03:45:00",8.64
"2016-03-30 04:00:00",8.947
"2016-03-30 04:15:00",10.042
"2016-03-30 04:30:00",11.722
"2016-03-30 04:45:00",15.936
"2016-03-30 05:00:00",13.69
"2016-03-30 05:15:00",12.077
"2016-03-30 05:30:00",10.963
"2016-03-30 05:45:00",11.933
"2016-03-30 06:00:00",15.552
"2016-03-30 06:15:00",17.597
"2016-03-30 06:30:00",16.118
"2016-03-30 06:45:00",17.213
"2016-03-30 07:00:00",14.592
"2016-03-30 07:15:00",15.398
"2016-03-30 07:30:00",18.806
"2016-03-30 07:45:00",20.112
"2016-03-30 08:00:00",19.565
"2016-03-30 08:15:00",19.123
"2016-03-30 08:30:00",18.538
"2016-03-30 08:45:00",18.97
"2016-03-30 09:00:00",18.192
"2016-03-30 09:15:00",18.077
"2016-03-30 09:30:00",23.491
"2016-03-30 09:45:00",20.678
"2016-03-30 10:00:00",17.664
"2016-03-30 10:15:00",18.403
"2016-03-30 10:30:00",16.982
"2016-03-30 10:45:00",19.92
"2016-03-30 11:00:00",21.043
"2016-03-30 11:15:00",20.438
"2016-03-30 11:30:00",20.333
